N° Ola,INVENTORY_ID,ADDRESS_ID_TO,Seller,Holding,Cantidad
1,JZPV34031,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,3
1,GFKL01956,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,YULB51998,NA-1-003-000-00-00,HANLESANITARIOSMX,HANLE SANITARIOS,2
1,LVUV21146,NA-1-003-000-00-00,SOLMX2,SOL,1
1,FLWL11996,NA-1-003-000-00-00,MERCADOLIBRE ELECTRONICA_MX,Mercado Libre,2
1,ALJY87894,RI-0-001-000-00-00,SELECTSHOP MX,COMERCIALIZADORA DE MARCAS JSB,3
1,MCQR51381,RI-0-001-000-00-00,PIECO FULL,Plataformas Internacionales Ec,1
1,JVIJ26463,NA-1-003-000-00-00,TOPWORLDSHOPMX1,TopWorldShop,1
1,MOZK60021,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,YWWR73763,NA-1-003-000-00-00,SH-ML08MX1,SH-ML08,1
1,TDFV58450,NA-1-003-000-00-00,HONORONLINEMX,Honor Online,5
1,UFOP39116,NA-1-003-000-00-00,YLBMX1,YLB,3
1,ZLXB39527,NA-1-003-000-00-00,ENJOYTECHNOLOGYLIFEMX,Jiang Yongbo,13
1,KVNV57561,NA-1-003-000-00-00,UNUASTSHOPMX1,Unuast Shop,1
1,MVVS84174,NA-1-003-000-00-00,MXSUPCASEANDIBLASONOFFICIA,Supcase and i-Blason official,4
1,BOCS21228,NA-1-003-000-00-00,PL MLM,Temakla MLM,3
1,PYZD63121,NA-1-003-000-00-00,WENGXINMX1,wengxin,1
1,URBA33664,NA-1-003-000-00-00,IGSMMX,IGSM,2
1,RVXU79360,NA-1-003-000-00-00,ANYTOPMX,ANYTOP,1
1,DUNM27630,NA-1-003-000-00-00,JO-MARUKOMX,Jo-maruko,1
1,AUGJ75254,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,IEOW82923,NA-1-003-000-00-00,ONEBYONEMX,ONE BY ONE,4
1,JWYV60740,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,ZGRU39159,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,WCJF85380,NA-1-003-000-00-00,MELLOWDYMX1,Mellowdy,1
1,VIKN58394,NA-1-003-000-00-00,KYLIESHOPMX,KYLIESHOP,3
1,YNOM11528,NA-1-003-000-00-00,JIEYEMX,Jieye,3
1,FZZJ95872,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,EHEX83872,NA-1-003-000-00-00,ATHOUSANDMX,ATHOUSAND,1
1,BOHH23290,NA-1-003-000-00-00,YINUOTIENDAOFICIALMX,Yinuo Tienda oficial,1
1,QRGB51265,NA-1-003-000-00-00,VILLSUREMX1,Villsure,36
1,GSNC56258,NA-1-003-000-00-00,MCSWKEYMX,MCSWKEY,1
1,XLSP19232,NA-1-003-000-00-00,MUYBIENMX,Muybien,2
1,JDOJ44836,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,OLMI37830,NA-1-003-000-00-00,MXFASHIONCLOUDSTYLE,Fashion Cloudstyle,1
1,KADP14432,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,PNJG44344,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,2
1,EMNB38420,NA-1-003-000-00-00,MXCM9863471,CMART,1
1,KGJJ73467,NA-1-003-000-00-00,EUATEOMX,EUATEO,4
1,BHWJ37556,NA-1-003-000-00-00,COWALKERSMX,COWALKERS,1
1,CIIO67974,NA-1-003-000-00-00,PANYIJUNMX1,Pan yijun,1
1,ELKX48553,NA-1-003-000-00-00,MXUTOCN,UTOCN,1
1,XLQY47589,NA-1-003-000-00-00,AMBERDIRECTMX1,Amber Direct,1
1,YTBN77916,NA-1-003-000-00-00,LOCKEMX1,Locke,1
1,MDAY30814,NA-1-003-000-00-00,GEMALLMX,GEMALL,30
1,FBIK67988,NA-1-003-000-00-00,IYAIYOMX1,iYAiYO,6
1,SEGH25486,RI-0-001-000-00-00,GRUPODECME,GRUPO DECME,1
1,HSOI32829,NA-1-003-000-00-00,MONOMX4,Mono,17
1,NCVD65101,NA-1-003-000-00-00,ONEBYONEMX,ONE BY ONE,2
1,HEYT38973,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,UVJQ61422,NA-1-003-000-00-00,MXFASHIONCLOUDSTYLE,Fashion Cloudstyle,1
1,SPME97795,NA-1-003-000-00-00,OKASMX,OKAS,1
1,DLTY21677,NA-1-003-000-00-00,NICKZHENGMX,Nick Zheng,1
1,LKUA85314,NA-1-003-000-00-00,GITHREEMX,Githree,25
1,DLPU68087,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,NMEY90714,NA-1-003-000-00-00,AGIORNOMX,Agiorno,1
1,KXGJ54622,NA-1-003-000-00-00,GLUCKLUZMX,Gluckluz,5
1,BZLX24795,NA-1-003-000-00-00,STAYNEWMX,STAYNEW,1
1,HHTO01757,NA-1-003-000-00-00,LOCKEMX1,Locke,1
1,ZEKN41094,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,OJQX56483,NA-1-003-000-00-00,QCYMX,QCY,1
1,YIPS19906,NA-1-003-000-00-00,WINAUTOPARTMX,Win autopart,4
1,GFMX70695,NA-1-003-000-00-00,EXIMTRADEMX,eximtrade,2
1,UKLF25192,NA-1-003-000-00-00,ZUOTAIMX1,ZUOTAI,5
1,DNTX35577,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,2
1,JEMK83838,NA-1-003-000-00-00,ABEIKEMX1,Abeike,1
1,CIIO29241,NA-1-003-000-00-00,FOREST8859MX1,forest8859,1
1,KKOU00829,NA-1-003-000-00-00,YDHMXMX,YDHMX,1
1,HQQP19588,NA-1-003-000-00-00,GUYUNMX,GUYUN,4
1,QTBT73083,NA-1-003-000-00-00,MXELECTRONICSSHOP,Electronicsshop,1
1,YFWZ58942,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,INIT66383,NA-1-003-000-00-00,SHINYHOMEMX,shiny home,12
1,MFQE75368,NA-1-003-000-00-00,YOUQUANMEIMX1,youquanmei,11
1,AYLY24101,NA-1-003-000-00-00,NSMXLLCMX,NS MX LLC,1
1,GFXN22720,NA-1-003-000-00-00,KAILESTARMX2,Kaile star,1
1,CRDN12956,NA-1-003-000-00-00,PL MLM,Temakla MLM,1
1,JHQW80550,NA-1-003-000-00-00,VIOTTEMLMX1,Viotte ML,1
1,ZAEK39349,NA-1-003-000-00-00,VIO-CNMX1,vio-cn,1
1,FCYY72074,NA-1-003-000-00-00,ANDESMX1,Andes,1
1,DEHW06347,NA-1-003-000-00-00,TXGZTMX,TXG ZT,5
1,JSJG57767,NA-1-003-000-00-00,CHIDOMX1,Chido,4
1,LRKH30500,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,UUEW12132,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,CIZG03698,RI-0-001-000-00-00,MEJORCOMPRATVOPERADORAAINOAS,OPERADORA AINOA,2
1,CWTI41369,NA-1-003-000-00-00,PL MLM,Temakla MLM,6
1,JVFD78500,NA-1-003-000-00-00,M-AIMEEMX,M-Aimee,1
1,JMOY61255,NA-1-003-000-00-00,CANMEIJIALIGHTINGMX1,Canmeijia lighting,3
1,GBAE60130,NA-1-003-000-00-00,ZHITONGTONEMX1,Zhitong tone,1
1,KAWH43931,NA-1-003-000-00-00,JANMILEMX1,Janmile,1
1,SGSO11210,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,BHLR99212,NA-1-003-000-00-00,XIIRDMX1,XIIRD,5
1,KWZE52894,NA-1-003-000-00-00,MXFASHIONCLOUDSTYLE,Fashion Cloudstyle,1
1,CBWS76909,NA-1-003-000-00-00,LANYAMX,Lan Ya,1
1,VJLP67387,NA-1-003-000-00-00,JINGMALLMX1,JingMall,4
1,GONX08016,NA-1-003-000-00-00,DETUOSI-MXMX,DETUOSI-mx,1
1,FQCA10417,NA-1-003-000-00-00,TEETOXMLMX1,Teetox ML,1
1,SPME94204,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,4
1,ESDA12676,NA-1-003-000-00-00,HENZWORLDMX1,HenzWorld,2
1,UITT27902,NA-1-003-000-00-00,CANTONPOWERMX,Canton Power,2
1,VSBJ71407,NA-1-003-000-00-00,DETUOSI-MXMX,DETUOSI-mx,1
1,HHHO05471,NA-1-003-000-00-00,IFORUTECHMX1,IFORU TECH,2
1,XGVG32146,NA-1-003-000-00-00,MCSHOPMX1,MCshop,1
1,LNND62876,NA-1-003-000-00-00,MXSUPCASEANDIBLASONOFFICIA,Supcase and i-Blason official,1
1,RUVD00105,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,3
1,VSBJ15147,NA-1-003-000-00-00,NO.1STOREMX1,No. 1 Store,3
1,HHHO38918,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,3
1,VUZF01483,NA-1-003-000-00-00,EXIMTRADEMX,eximtrade,3
1,STVL17501,NA-1-003-000-00-00,YALUNTALUNMX1,Yaluntalun,1
1,TCDD53251,NA-1-003-000-00-00,HAILINGSHOPMX,hailingshop,1
1,KLOS13436,NA-1-003-000-00-00,STAYNEWMX,STAYNEW,1
1,YWWR31253,NA-1-003-000-00-00,WHATAFITMX,Whatafit,6
1,YTFZ28254,NA-1-003-000-00-00,TURESELFMX1,Tureself,1
1,YQWM25137,NA-1-003-000-00-00,PANTECMX,PANTEC,1
1,CPNS64529,NA-1-003-000-00-00,ENJOYTECHNOLOGYLIFEMX,enjoy technology life,2
1,DPPL74780,NA-1-003-000-00-00,LICBOXMX,Licbox,2
1,VLBK81680,NA-1-003-000-00-00,MXMYCOS,mycos,1
1,XGNM91019,NA-1-003-000-00-00,GLDWMXMX1,GLDWMX,2
1,MRUS38505,NA-1-003-000-00-00,NASJACLLCMXMX1,NASJAC LLC MX,1
1,QXZV59070,NA-1-003-000-00-00,NADIAMX3,Nadia,12
1,JTVE04279,NA-1-003-000-00-00,IFORUTECHMX1,IFORU TECH,7
1,MGFW06404,NA-1-003-000-00-00,YABAOMX1,Yabao,2
1,ZQIV80495,NA-1-003-000-00-00,TIGERSAMX1,TigerSA,7
1,SYHC67263,NA-1-003-000-00-00,LAMPKINGMX1,Lamp King,32
1,VMOL60078,NA-1-003-000-00-00,EXIMTRADEMX,eximtrade,1
1,IQOQ14903,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,JGRW46855,NA-1-003-000-00-00,GCFOISONMX,GCFoison,1
1,KCDY66493,NA-1-003-000-00-00,LIVELYMX,Lively,2
1,CFDI33444,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,IKSP80578,NA-1-003-000-00-00,YWKEVINMX1,ywkevin,1
1,RLJU93211,NA-1-003-000-00-00,NIUNUMX1,NIUNU,1
1,QPFD63800,NA-1-003-000-00-00,MXCOOLLA,Coolla,2
1,BMXD93777,NA-1-003-000-00-00,HITRENDSMX,HITRENDS,6
1,ENWK65089,NA-1-003-000-00-00,ONETAANMX1,ONETAAN,2
1,RRGU09238,NA-1-003-000-00-00,NORCHANLIFEMX1,NorchanLife,1
1,FXMN38902,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,5
1,UPYV12289,NA-1-003-000-00-00,AISPORTMX2,Aisport,7
1,AWFA71521,NA-1-003-000-00-00,WENGXINMX1,wengxin,2
1,KMWT62142,NA-1-003-000-00-00,METMEMX1,Metme,1
1,ZQHN99220,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,XOQO80891,NA-1-003-000-00-00,NOTAGMX1,NOTAG,4
1,KBPU29755,NA-1-003-000-00-00,MYWINNITECHNOLOGYMX,Mywinni Technology,19
1,REZI20958,NA-1-003-000-00-00,QKZMX1,QKZ,1
1,AIRQ81803,NA-1-003-000-00-00,NOTAGMX1,NOTAG,1
1,NVMJ14599,NA-1-003-000-00-00,ZELANYMX,Zelany,1
1,JDOJ76783,NA-1-003-000-00-00,MXSUPCASEANDIBLASONOFFICIA,Supcase and i-Blason official,1
1,CHXM35406,NA-1-003-000-00-00,SHINEWORLDMX1,ShineWorld,7
1,WCZJ72251,NA-1-003-000-00-00,LESUCCIMX1,LESUCCI,1
1,ZAEK88429,NA-1-003-000-00-00,GOODSHOPMX1,Goodshop,1
1,BOWK76044,NA-1-003-000-00-00,MXSUPCASEANDIBLASONOFFICIA,Supcase and i-Blason official,2
1,KOWF20286,NA-1-003-000-00-00,TUYUEMX,TuYue,1
1,EDHV03614,NA-1-003-000-00-00,HUAWAIMX1,HUAWAI,4
1,TAPH26638,NA-1-003-000-00-00,JINGHONGMX,JINGHONG,6
1,OBBV30528,DV-0-001-003-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,ZCHW21011,NA-1-003-000-00-00,COOLLUKMX,CoolLUK,1
1,QLWI31749,NA-1-003-000-00-00,MXSUPCASEANDIBLASONOFFICIA,Supcase and i-Blason official,1
1,GFMX24418,NA-1-003-000-00-00,AVIUSMX1,AVIUS,1
1,RIXS58791,NA-1-003-000-00-00,AUXITOSMX,AUXITOS,3
1,OCWG27243,NA-1-003-000-00-00,FBXGTMX,FBXGT,1
1,FFTO21575,NA-1-003-000-00-00,HAPPYJIANGYIMX,HappyJIangyi,3
1,TUPK22720,NA-1-003-000-00-00,MAXSHOWMX1,Max Show,1
1,TDFP44014,NA-1-003-000-00-00,BERGLANDERHOUSEWAREMX,Berglander Houseware,7
1,ZIJL18108,NA-1-003-000-00-00,USTIYAMX,USTIYA,1
1,JCHW11384,NA-1-003-000-00-00,MXRABBITSTORMML,Rabbitstorm ml,3
1,GHGI08868,NA-1-003-000-00-00,KRTMX1,KRT,1
1,SGXG01994,NA-1-003-000-00-00,COLORFULLIFEMX,Colorful life,1
1,JVFD57542,NA-1-003-000-00-00,TOP-YSHMX1,Top-YSH,1
1,IGSS61201,NA-1-003-000-00-00,VNGUKSMX1,VNGUKS,1
1,VBZZ88298,NA-1-003-000-00-00,ITECHNOLOGYLIFEMX1,iTechnology Life,1
1,GYIH72821,NA-1-003-000-00-00,INGMX1,ING,1
1,NGZJ19535,NA-1-003-000-00-00,KEEPREALMX,KEEP REAL,3
1,JFCQ92203,NA-1-003-000-00-00,MXZHAOCI,ZHAOCI,2
1,HRSD02193,NA-1-003-000-00-00,ONEBYONEMX,ONE BY ONE,1
1,UVJQ85529,NA-1-003-000-00-00,MXDEERMA,Deerma,3
1,NJPX53515,NA-1-003-000-00-00,DETUOSI-MXMX,DETUOSI-mx,1
1,TQZZ12514,NA-1-003-000-00-00,JANRELELECTRICTECHNOLOGYMX1,Janrel Electric Technology,7
1,FYQG47246,NA-1-003-000-00-00,MXSUPCASEANDIBLASONOFFICIA,Supcase and i-Blason official,1
1,NJYH29078,NA-1-003-000-00-00,CMGBMX,CMGB,1
1,EDAQ86058,NA-1-003-000-00-00,TUYUEMX,TuYue,1
1,DLTY16531,NA-1-003-000-00-00,LEADGOMX,LeadGo,1
1,SSFN22488,NA-1-003-000-00-00,ALLENMX,Allen,4
1,FRZB28979,NA-1-003-000-00-00,NEEWERGLOBALMX1,NeewerGlobal,1
1,JGED86402,NA-1-003-000-00-00,CNMYWINNITECHNOLOGY2MX,CNMYWINNITECHNOLOGY2,5
1,IDXO23363,NA-1-003-000-00-00,WIRESTOMX1,Wiresto,3
1,JABV10171,RI-0-001-000-00-00,GRANSHOPPING MEXICO,E&E ANSWER,6
1,PHWT59657,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,EJTI45607,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,CBFO80098,RI-0-001-000-00-00,COIMPRIT OFICIAL,COIMPRIT S de RL de CV,1
1,SPKV85435,NA-1-003-000-00-00,ENJOYTECHNOLOGYLIFEMX,enjoy technology life,8
1,LVLL66090,NA-1-003-000-00-00,YIPMAIMX1,Yipmai,3
1,JJXB43247,NA-1-003-000-00-00,MXLUCKYSTARS,Luckystars,1
1,DKPY09684,NA-1-003-000-00-00,MERCADOLIBRE HOME_MX,Mercado Libre,2
1,WTQW72438,NA-1-003-000-00-00,FUNHOUSEMX1,Fun House,1
1,VYXF25396,NA-1-003-000-00-00,SEPTEMBERZOOMMX1,September Zoom,2
1,CHXM84616,NA-1-003-000-00-00,TUYUEMX,TuYue,1
1,XLOL46654,NA-1-003-000-00-00,FREEDOMMX1,Freedom,2
1,PFDQ11688,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,DNTX56047,NA-1-003-000-00-00,MERIDACORPMX1,MERIDA CORP,1
1,BBCP21082,NA-1-003-000-00-00,LOBOVEMX,lobove,6
1,IQNI70800,NA-1-003-000-00-00,WLTIENDAOFICIALMX1,WL Tienda Oficial,3
1,SSGO94719,NA-1-003-000-00-00,MISSFOXMX1,MissFox,1
1,PWLH57250,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,CIKE73632,NA-1-003-000-00-00,BABALAMX,BABALA,2
1,GFKL71550,NA-1-003-000-00-00,EXIMTRADEMX,eximtrade,4
1,OJQT20106,NA-1-003-000-00-00,MXCJCMALL,CJCMALL,6
1,UWGO93615,NA-1-003-000-00-00,PANYIJUNMX1,Pan yijun,2
1,UFAT28310,NA-1-003-000-00-00,SHINELINGSMX,Shinelings,1
1,GRHA82094,NA-1-003-000-00-00,GOODCHINAMX,Goodchina,1
1,CWTI19535,NA-1-003-000-00-00,ENJOYTECHNOLOGYLIFEMX,enjoy technology life,1
1,GMII63454,NA-1-003-000-00-00,PL MLM,Temakla MLM,7
1,ENNW78707,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,PFDQ23131,NA-1-003-000-00-00,MXCE7471387,cellphone,1
1,VSBJ60890,NA-1-003-000-00-00,MXSHOPMX2,Mx shop,5
1,OSCW96771,DV-0-001-002-00-00,MERCADOLIBRE ELECTRONICA_MX,Mercado Libre,2
1,DUNM50000,NA-1-003-000-00-00,PISCISMX1,Piscis,1
1,WCZJ47775,NA-1-003-000-00-00,GREATWALLMX1,Great wall,1
1,YNOM52238,NA-1-003-000-00-00,BESTSELLERMX2,BESTSELLER,4
1,OCUV48943,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,2
1,DWNN25656,NA-1-003-000-00-00,MELITAOMX,MELITAO,3
1,ZFCF51135,NA-1-003-000-00-00,ZELANYMX,Zelany,2
1,KNFV23226,NA-1-003-000-00-00,MXGOODLINESS,Goodliness,1
1,MCXA55584,NA-1-003-000-00-00,LAKECYMX,Lakecy,5
1,UCQM32292,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,CFDI61582,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,JEAB74348,NA-1-003-000-00-00,WAIRCMX1,WAIRC,1
1,CIZG21736,NA-1-003-000-00-00,DAMAILININGMX,Damailining,4
1,OZBF96759,NA-1-003-000-00-00,SENSKYMX,SENSKY,1
1,CPNS63611,NA-1-003-000-00-00,NHMLMX,NHML,2
1,LTJU27184,NA-1-003-000-00-00,REXQUALISOFFICIALSTOREMX1,REXQualis Official Store,1
1,FCYY66061,NA-1-003-000-00-00,MXCJCMALL,CJCMALL,4
1,QZJP69843,NA-1-003-000-00-00,LIGHTINGSICOSTOREMX1,LightingSICOstore,1
1,RZPH10866,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,KHBC39866,NA-1-003-000-00-00,ALLBEWELLOFICIALMX1,ALLBEWELLOFICIAL,3
1,KCDY65473,NA-1-003-000-00-00,LOCKEMX1,Locke,1
1,XOGR15077,NA-1-003-000-00-00,YUHUANGCHENGMX1,yuhuangcheng,2
1,TLPW47354,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,2
1,ARBY65223,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,FXMB29786,NA-1-003-000-00-00,MXALEGRECOMPRA,AlegreCompra,2
1,KFYZ15319,NA-1-003-000-00-00,MIDUOTECNOLOGÍAMX1,MIDUO TECNOLOGÍA,2
1,WCNJ59748,RI-0-001-000-00-00,FIX FERRETERIAS,FIX FERRETERIAS,2
1,CFBB65965,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,TBLN67053,NA-1-003-000-00-00,OUTTOBEMX1,Outtobe,1
1,HRGK47527,NA-1-003-000-00-00,IYAIYOMX1,iYAiYO,3
1,TCPO45121,NA-1-003-000-00-00,MXSUPCASEANDIBLASONOFFICIA,Supcase and i-Blason official,1
1,JIEQ29928,NA-1-003-000-00-00,JEFFBEZOSMX1,Jeff Bezos,1
1,PIWV80578,RI-0-001-000-00-00,TATEEMX,TaTee,1
1,MWXW93670,NA-1-003-000-00-00,UUNIQUEMX1,U Unique,1
1,UMOF89648,NA-1-003-000-00-00,TUYUEMX,TuYue,1
1,JGRW18476,RI-0-001-000-00-00,IBUSHAK OFICIALES,IBUSHAK,3
1,ZDKG21872,NA-1-003-000-00-00,TAPY.MXMX1,Tapy.MX,6
1,HXKI56918,RI-0-001-000-00-00,ACCESORIOSEXCLUSIVOSMX,ACCESORIOS,1
1,JVIJ41245,NA-1-003-000-00-00,MECEROCKMX,Mecerock,1
1,NDYJ11281,NA-1-003-000-00-00,MXCOOLLA,Coolla,3
1,LOSR16717,NA-1-003-000-00-00,KOPUOMX1,KOPUO,3
1,KWXW40811,NA-1-003-000-00-00,MXCM9863471,CMART,7
1,QIVS39090,NA-1-003-000-00-00,BETEFLY-MXMX1,Betefly-MX,1
1,GPAR68705,NA-1-003-000-00-00,SOUTHWORLDMXMX,SOUTHWORLDMX,3
1,SRED28283,NA-1-003-000-00-00,VOVI.MXMX1,Vovi.MX,1
1,NWXF71469,NA-1-003-000-00-00,INGMX1,ING,1
1,YAZB53267,NA-1-003-000-00-00,IFORUTECHMX1,IFORU TECH,7
1,FYQG88331,NA-1-003-000-00-00,ZAZAMX,ZAZA,1
1,WFEX61152,NA-1-003-000-00-00,MERCADOLIBRE HOME_MX,Mercado Libre,1
1,KADP42764,NA-1-003-000-00-00,M-AIMEEMX,M-Aimee,2
1,KGDM06560,NA-1-003-000-00-00,BINDUOMX1,BINDUO,1
1,DCKD82526,NA-1-003-000-00-00,MAX.GIRLMX1,Max.girl,1
1,YAHN24345,NA-1-003-000-00-00,FOREST8859MX1,forest8859,4
1,WJNI66298,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,DJIC41999,NA-1-003-000-00-00,SH-ML04MX1,SH-ML04,3
1,KMGQ00151,NA-1-003-000-00-00,LANTULANOFFICIALSTOREMX,Lantulan Official Store,3
1,QUBL50712,NA-1-003-000-00-00,DAIWEIFENGMX1,Daiweifeng,5
1,FPSB25057,RI-0-001-000-00-00,CELTOK,Celtok,1
1,AUGJ83919,RR-0-004-000-00-00,MERCADOLIBRE ELECTRONICA_MX,Mercado Libre,1
1,ABZA97070,NA-1-003-000-00-00,LOUISWILLMX1,LouisWill,1
1,MTWT62142,NA-1-003-000-00-00,MXELECTRONICSSHOP,Electronicsshop,3
1,TPRQ58620,NA-1-003-000-00-00,CÁNCERMX1,Cáncer,5
1,VEZW51212,NA-1-003-000-00-00,MXCM9863471,CMART,6
1,WAOB59544,NA-1-003-000-00-00,ZHITONGTONEMX1,Zhitong tone,1
1,RUVD60842,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,2
1,JGTO58292,NA-1-003-000-00-00,MINOHOUSEHOLDMX,Minohousehold,1
1,DYRO51951,NA-1-003-000-00-00,IELGYMX1,IELGY,3
1,CISH41039,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,LAWF09818,NA-1-003-000-00-00,TOPGARMENTMX1,Top Garment,1
1,LOLG76875,NA-1-003-000-00-00,MXSUPCASEANDIBLASONOFFICIA,Supcase and i-Blason official,1
1,JJDI75334,NA-1-003-000-00-00,ENJOYYOURSELFMX1,Enjoy Yourself,2
1,ARQV53781,NA-1-003-000-00-00,MERCADOLIBRE ELECTRONICA_MX,Mercado Libre,5
1,XNOG80578,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,2
1,WFEX64875,NA-1-003-000-00-00,MXLUCKYSTARS,Luckystars,1
1,KGXH88687,NA-1-003-000-00-00,NOTAGMX1,NOTAG,1
1,YTFZ15860,NA-1-003-000-00-00,G6BSMX,G6BS,2
1,TBXI58069,NA-1-003-000-00-00,LEADERTECHMX1,LEADER TECH,3
1,OKEF67608,NA-1-003-000-00-00,MANBAMX1,ManBa,4
1,BHPM51980,NA-1-003-000-00-00,HUIONMX,HUION,1
1,EJJO71495,NA-1-003-000-00-00,SLTECHMX,SL TECH,1
1,GOHD51458,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,IDXO34645,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,3
1,VPWH44870,RI-0-001-000-00-00,RUBBERMAIDCOMERCIALPRODUCTS,LIMPRO COMERCIAL,1
1,LOSR76615,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,PDMV73553,NA-1-003-000-00-00,AUTUTERMX1,Aututer,1
1,ZRJX56270,NA-1-003-000-00-00,DETUOSI-MXMX,DETUOSI-mx,1
1,QZKQ33561,NA-1-003-000-00-00,SEPHOMEMX,Sep Home,3
1,GONX82854,NA-1-003-000-00-00,BESTDESEOSMX,BESTDESEOS,6
1,MBUB89449,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,HVKU22398,NA-1-003-000-00-00,MXELECTRONICSSHOP,Electronicsshop,3
1,RMNV14114,NA-1-003-000-00-00,MYWINNITECHNOLOGYMX,Mywinni Technology,4
1,RDIB54755,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,1
1,INIT92344,NA-1-003-000-00-00,TIENDAVIENTIANEMX,Tienda Vientiane,2
1,HSCV13766,NA-1-003-000-00-00,PANYIJUNMX1,Pan yijun,1
1,GVNV04298,RI-0-001-000-00-00,GRUPODECME,GRUPO DECME,2
1,JUVR72267,NA-1-003-000-00-00,MARTINMX3,Martin,2
1,XGVG65234,NA-1-003-000-00-00,IGSMMX,IGSM,3
1,AZSY13692,NA-1-003-000-00-00,YUHUANGCHENGMX1,yuhuangcheng,2
1,EBOO16772,NA-1-003-000-00-00,APEXACMEMX1,apexacme,1
1,TWSR27262,NA-1-003-000-00-00,FRANCXUMX1,francxu,5
1,IQOQ31085,NA-1-003-000-00-00,HEYTOLDMX,HeyTold,2
1,ECOC16549,NA-1-003-000-00-00,IELGYMX1,IELGY,1
1,TAPH89262,NA-1-003-000-00-00,EYEURLMX1,EYEURL,2
1,DEHW91809,NA-1-003-000-00-00,MERCADOLIBRE MODA_MX,Mercado Libre,2
1,AGEZ74798,NA-1-003-000-00-00,LANTULANOFFICIALSTOREMX,Lantulan Official Store,2
1,RLJU53267,NA-1-003-000-00-00,YVOONE-AUTOMX,Yvoone-Auto,1
1,JSWE58736,NA-1-003-000-00-00,NO.ONECENTERMX1,NO.ONE Center,1
1,MLNV46789,NA-1-003-000-00-00,MXCM9863471,CMART,2
